,Image,building,car,crop,door,field,ground,mountain,road,rocky,sand,sea,sidewalk,sign,sky,skyscraper,snowy,tree,trunk,water,window
1155,insidecity_hous15.jpg,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1
86,coast_land340.jpg,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0
119,coast_n203069.jpg,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
1576,mountain_sharp16.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
2362,tallbuilding_a463068.jpg,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2579,tallbuilding_city60.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
115,coast_n203036.jpg,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
1079,insidecity_art827.jpg,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1795,opencountry_land797.jpg,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0
994,insidecity_art1058.jpg,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
2278,street_par99.jpg,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
399,forest_cdmc377.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
250,coast_nat890.jpg,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
1504,mountain_nat485.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
55,coast_cdmc951.jpg,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
2158,street_gre159.jpg,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0
1007,insidecity_art1185.jpg,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2460,tallbuilding_art1483.jpg,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
770,highway_bost294.jpg,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
1171,insidecity_hous70.jpg,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1122,insidecity_city84.jpg,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0
556,forest_nat337.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
1057,insidecity_art656.jpg,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
382,forest_cdmc313.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
241,coast_nat768.jpg,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
1601,mountain_sharp54.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
425,forest_for136.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2435,tallbuilding_art1017.jpg,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
1851,opencountry_n291085.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1784,opencountry_land693.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1687,opencountry_land295.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
600,forest_natu169.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
187,coast_nat1074.jpg,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
583,forest_nat798.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
325,coast_natu981.jpg,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
2280,street_street22.jpg,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0
1612,mountain_sharp72.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1950,opencountry_natu449.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
286,coast_natu670.jpg,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
1757,opencountry_land640.jpg,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1765,opencountry_land657.jpg,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2614,tallbuilding_urb492.jpg,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2339,tallbuilding_a244009.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
815,highway_bost394.jpg,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
671,forest_text40.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1377,mountain_n213081.jpg,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
699,highway_art1693.jpg,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1838,opencountry_n213061.jpg,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
2449,tallbuilding_art1353.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
1381,mountain_n213093.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1386,mountain_n213098.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
541,forest_nat221.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
613,forest_natu361.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1304,mountain_land318.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
2628,tallbuilding_urb923.jpg,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0
555,forest_nat328.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
998,insidecity_art1117.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1500,mountain_nat43.jpg,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
1524,mountain_nat760.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
2403,tallbuilding_a805096.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2008,opencountry_natu939.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
989,insidecity_art1026.jpg,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
687,forest_urb767.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1291,mountain_land225.jpg,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0
934,highway_urb545.jpg,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0
1665,opencountry_fie5.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2204,street_par123.jpg,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
1065,insidecity_art681.jpg,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10,coast_bea26.jpg,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
519,forest_nat1131.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1127,insidecity_gre207.jpg,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2448,tallbuilding_art1352.jpg,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
2251,street_par59.jpg,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2633,tallbuilding_urban1009.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
627,forest_natu696.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
511,forest_n18075.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
222,coast_nat496.jpg,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
2188,street_hexp30.jpg,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0
2492,tallbuilding_art1732.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0
1387,mountain_n219006.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0
1847,opencountry_n291054.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1982,opencountry_natu622.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
722,highway_art874.jpg,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0
1441,mountain_n632073.jpg,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0
1748,opencountry_land606.jpg,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
669,forest_text38.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0
660,forest_text122.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2234,street_par198.jpg,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
1595,mountain_sharp46.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2035,opencountry_sopen9.jpg,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0
963,insidecity_a385047.jpg,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
397,forest_cdmc368.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1394,mountain_n266017.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
2524,tallbuilding_art425.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
278,coast_natu638.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
355,coast_sun56.jpg,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
186,coast_nat1065.jpg,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
860,highway_gre462.jpg,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0
2658,tallbuilding_urban158.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
988,insidecity_a855084.jpg,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1
110,coast_n203004.jpg,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0
292,coast_natu777.jpg,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
1188,insidecity_par180.jpg,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
74,coast_land114.jpg,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
1300,mountain_land281.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
138,coast_n291022.jpg,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0
2275,street_par94.jpg,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
828,highway_gre153.jpg,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
2293,street_urb104.jpg,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
947,highway_urb962.jpg,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2363,tallbuilding_a484066.jpg,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0
1157,insidecity_hous19.jpg,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1
274,coast_natu531.jpg,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0
1845,opencountry_n291050.jpg,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1137,insidecity_gre314.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75,coast_land115.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2306,street_urb506.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863,highway_gre470.jpg,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2395,tallbuilding_a636015.jpg,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
516,forest_nat1097.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
2098,street_bost50.jpg,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
890,highway_gre541.jpg,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0
758,highway_bost180.jpg,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0
2359,tallbuilding_a462050.jpg,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0
452,forest_for63.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
813,highway_bost392.jpg,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2307,street_urb510.jpg,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
405,forest_cdmc451.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
342,coast_sun27.jpg,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
1779,opencountry_land688.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
469,forest_land215.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2041,street_a232022.jpg,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
2686,tallbuilding_urban989.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2333,tallbuilding_a212018.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
1507,mountain_nat51.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
579,forest_nat715.jpg,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
1404,mountain_n344042.jpg,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0
1929,opencountry_nat955.jpg,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1310,mountain_land465.jpg,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2296,street_urb206.jpg,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2009,opencountry_natu979.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
488,forest_land801.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
987,insidecity_a808091.jpg,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
2118,street_boston270.jpg,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
1859,opencountry_n371054.jpg,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
1372,mountain_n213056.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
1961,opencountry_natu535.jpg,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
57,coast_cdmc954.jpg,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
1923,opencountry_nat874.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
285,coast_natu667.jpg,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
160,coast_n384038.jpg,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
2327,street_urban951.jpg,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
2262,street_par79.jpg,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1810,opencountry_land947.jpg,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
2297,street_urb228.jpg,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
427,forest_for142.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2266,street_par84.jpg,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0
2174,street_gre600.jpg,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
2639,tallbuilding_urban1056.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
206,coast_nat186.jpg,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
1962,opencountry_natu539.jpg,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2227,street_par177.jpg,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
512,forest_nat1027.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
2673,tallbuilding_urban73.jpg,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
343,coast_sun28.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
864,highway_gre472.jpg,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0
724,highway_art890.jpg,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1366,mountain_n213035.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
2516,tallbuilding_art350.jpg,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0
2109,street_bost89.jpg,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0
2238,street_par21.jpg,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
896,highway_gre645.jpg,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1554,mountain_natu668.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2171,street_gre251.jpg,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
2648,tallbuilding_urban1150.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1987,opencountry_natu709.jpg,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1902,opencountry_nat609.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
672,forest_text41.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2124,street_boston306.jpg,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0
634,forest_natu848.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
2672,tallbuilding_urban693.jpg,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1116,insidecity_boston369.jpg,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
2554,tallbuilding_art943.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0
929,highway_natu778.jpg,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
771,highway_bost295.jpg,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
508,forest_land873.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
720,highway_art813.jpg,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0
1183,insidecity_par128.jpg,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1706,opencountry_land412.jpg,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1570,mountain_natu997.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
2161,street_gre181.jpg,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1
1790,opencountry_land731.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1565,mountain_natu783.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
614,forest_natu396.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0
1649,opencountry_fie20.jpg,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2612,tallbuilding_urb391.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
2313,street_urb722.jpg,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1318,mountain_land716.jpg,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
1803,opencountry_land87.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
349,coast_sun39.jpg,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
1315,mountain_land619.jpg,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
2259,street_par76.jpg,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
641,forest_natu871.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2223,street_par161.jpg,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
1083,insidecity_art871.jpg,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
2680,tallbuilding_urban828.jpg,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0
1941,opencountry_natu19.jpg,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0
1903,opencountry_nat615.jpg,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1670,opencountry_for68.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2232,street_par192.jpg,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1185,insidecity_par136.jpg,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2517,tallbuilding_art352.jpg,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
1931,opencountry_natu100.jpg,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0
2263,street_par80.jpg,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
305,coast_natu818.jpg,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
580,forest_nat717.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2187,street_hexp3.jpg,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
220,coast_nat482.jpg,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
1886,opencountry_nat173.jpg,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0
2682,tallbuilding_urban979.jpg,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
2433,tallbuilding_art1012.jpg,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0
745,highway_bost167.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1481,mountain_nat199.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1336,mountain_moun41.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
647,forest_natu977.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2604,tallbuilding_sky43.jpg,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
501,forest_land864.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
584,forest_nat835.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
954,insidecity_a140032.jpg,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1054,insidecity_art649.jpg,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2600,tallbuilding_sky35.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
2176,street_gre76.jpg,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1
2258,street_par74.jpg,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
623,forest_natu441.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1734,opencountry_land556.jpg,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1158,insidecity_hous22.jpg,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1
1496,mountain_nat41.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
2205,street_par124.jpg,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
386,forest_cdmc319.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
473,forest_land224.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1454,mountain_n860034.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
462,forest_for87.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1177,insidecity_hous87.jpg,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1
1342,mountain_n18023.jpg,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1714,opencountry_land493.jpg,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2352,tallbuilding_a438038.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2147,street_gre114.jpg,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
370,forest_cdmc277.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
1482,mountain_nat25.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1855,opencountry_n295072.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
1168,insidecity_hous60.jpg,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
892,highway_gre58.jpg,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0
2667,tallbuilding_urban4.jpg,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1383,mountain_n213095.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1415,mountain_n347078.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
